,id,title,rating,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
99,207703,Kingsman: The Secret Service,7.636,15664,Released,2014-12-13,414351546,129,False,/dGXKgxWmiPRZkxphtMvBuCEeLU0.jpg,81000000,tt2802144,en,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,56.288,/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg,Manners maketh man.,"Crime, Comedy, Action, Adventure","20th Century Fox, Marv Films, Cloudy Productions, TSG Entertainment","United Kingdom, United States of America","Arabic, English","great britain, spy, secret organization, secret agent, based on comic, united kingdom, duringcreditsstinger, spy universe"
100,313369,La La Land,7.897,15625,Released,2016-11-29,447407695,129,False,/qJeU7KM4nT2C1WpOrwPcSDGFUWE.jpg,30000000,tt3783958,en,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",32.009,/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,Here's to the fools who dream.,"Comedy, Drama, Romance, Music","Summit Entertainment, Black Label Media, Gilbert Films, Impostor Pictures, Marc Platt Productions, Lionsgate",United States of America,English,"dancing, dance, jazz, musical, ambition, casting, coffee shop, jazz club, traffic jam, hollywood, los angeles, california, pianist, pier, audition, planetarium, aspiring actor, movie set, sunset, one woman show, pool party, griffith observatory"
103,269149,Zootopia,7.748,15230,Released,2016-02-11,1023784195,109,False,/p2fRZzxla6NoRbIH2KOZq0gHb5S.jpg,150000000,tt2948356,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",98.11,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,Welcome to the urban jungle.,"Animation, Adventure, Family, Comedy","Walt Disney Animation Studios, Walt Disney Pictures",United States of America,English,"sheep, allegory, lion, hippopotamus, cartoon, bullying, polar bear, con artist, anthropomorphism, revenge, conspiracy, urban, female protagonist, rookie cop, missing person, racial prejudice, injustice, reconciliation, buddy cop, stereotype, cartoon rabbit, discrimination, cartoon bear, cartoon animal, cartoon fox, cartoon elephant"
105,329,Jurassic Park,7.941,15141,Released,1993-06-11,920100000,127,False,/79bJL9ydAMYVltuNTt4VhxORqIz.jpg,63000000,tt0107290,en,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",24.213,/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,An adventure 65 million years in the making.,"Adventure, Science Fiction","Universal Pictures, Amblin Entertainment",United States of America,"English, Spanish","exotic island, island, triceratops, brontosaurus, electric fence, dna, tyrannosaurus rex, paleontology, dinosaur, amusement park, theme park"
106,274,The Silence of the Lambs,8.3,15003,Released,1991-02-14,272742922,119,False,/mfwq2nMBzArzQ7Y9RKE8SKeeTkg.jpg,19000000,tt0102926,en,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",9.119,/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,To enter the mind of a killer she must challenge the mind of a madman.,"Crime, Drama, Thriller","Orion Pictures, Strong Heart/Demme Production",United States of America,English,"based on novel or book, kidnapping, psychopath, fbi, murder, serial killer, psychological thriller, brutality, cannibal, moth, virginia, neo-noir"
107,129,Spirited Away,8.539,14913,Released,2001-07-20,274925095,125,False,/Ab8mkHmkYADjU7wQiOkia9BzGvS.jpg,19000000,tt0245429,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",68.024,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,,"Animation, Family, Fantasy",Studio Ghibli,Japan,Japanese,"witch, parent child relationship, darkness, bath house, magic, spirit, parallel world, amusement park, youkai, japanese mythology, anime"
110,177572,Big Hero 6,7.738,14732,Released,2014-10-24,657827828,102,False,/5tub2Kw6NboWFblA1CgDEwB59jP.jpg,165000000,tt2245084,en,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",98.41,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,,"Adventure, Family, Animation, Action, Comedy","Walt Disney Pictures, Walt Disney Animation Studios",United States of America,English,"friendship, martial arts, hero, sibling relationship, san francisco, california, superhero, talent, cartoon, based on comic, revenge, tokyo, japan, best friend, another dimension, robot, east asian lead, boy genius, aftercreditsstinger, moral dilemma, teen superhero, dead brother"
114,1124,The Prestige,8.203,14696,Released,2006-10-19,109676311,130,False,/xBDE2d6HM1aBKQRu4IT7SfPD9fs.jpg,40000000,tt0482571,en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",48.832,/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,Are You Watching Closely?,"Drama, Mystery, Science Fiction","Warner Bros. Pictures, Touchstone Pictures, Newmarket Films, Syncopy","United Kingdom, United States of America",English,"dying and death, suicide, class society, magic, competition, obsession, hostility, class, diary, twist, tricks, illusion, rivalry, partner, steampunk, cruelty, hanging, jail cell, 19th century, nikola tesla, magician, tesla coil, bittersweet, secret, london, mind-blowing, depressing"
116,857,Saving Private Ryan,8.209,14658,Released,1998-07-24,481840909,169,False,/bdD39MpSVhKjxarTxLSfX6baoMP.jpg,70000000,tt0120815,en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",59.745,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,The mission is a man.,"Drama, History, War","Paramount, Amblin Entertainment, Mutual Film Company, DreamWorks Pictures, The Mark Gordon Company",United States of America,"Czech, German, English, French","epic, army, airplane, self sacrifice, war veteran, war crimes, war ship, bravery, world war ii, normandy, france, parachute, troops, waffen ss, omaha beach, rescue mission, war memorial, cowardice, deserted town, based on true story, d-day, soldier, death, military, military operation, 1940s"
119,424,Schindler's List,8.573,14594,Released,1993-12-15,321365567,195,False,/zb6fM1CX41D9rF9hdgclu0peUmy.jpg,22000000,tt0108052,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,65.084,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,"Whoever saves one life, saves the world entire.","Drama, History, War",Amblin Entertainment,United States of America,"German, Polish, Hebrew, English","factory, hero, based on novel or book, nazi, concentration camp, ss (nazi schutzstaffel), holocaust (shoah), world war ii, ghetto, jew persecution, kraków, poland, defense industry, auschwitz-birkenau concentration camp, biography, based on true story, industrialist, historical fiction, black and white, train, poland, weapons manufacturer, absurd"
120,1892,Return of the Jedi,7.892,14591,Released,1983-05-25,572700000,132,False,/psYeKwKclG4XaIop5suj1J0Kg2C.jpg,32350000,tt0086190,en,Return of the Jedi,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",40.104,/jQYlydvHm3kUix1f8prMucrplhm.jpg,The Empire Falls...,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,"spacecraft, sibling relationship, rebel, emperor, space battle, matter of life and death, forest, desert, space opera"
125,333339,Ready Player One,7.6,14430,Released,2018-03-28,607274134,140,False,/dbrLfmFNFEJWv8rLnjpgCKlXWSy.jpg,175000000,tt1677720,en,Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",50.088,/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,A better reality awaits.,"Adventure, Action, Science Fiction","Amblin Entertainment, De Line Pictures, Warner Bros. Pictures, Farah Films & Management, Village Roadshow Pictures, Access Entertainment",United States of America,English,"future, based on novel or book, video game, virtual reality, dystopia, nostalgia, love, film in film, evil corporation, quest, 1980s, 2040s, based on young adult novel, columbus, ohio"
127,640,Catch Me If You Can,7.971,14393,Released,2002-12-16,352114312,141,False,/Ag6qhzsJd3k1NKuNrG9RmhZDMh7.jpg,52000000,tt0264464,en,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",44.814,/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,The true story of a real fake.,"Drama, Crime","Parkes/MacDonald Productions, Kemp Company, Splendid Pictures",United States of America,"English, French","fbi, con man, biography, based on true story, attempted jailbreak, engagement party, mislaid trust, christmas, bank fraud"
133,324857,Spider-Man: Into the Spider-Verse,8.404,14024,Released,2018-12-06,375464627,117,False,/qGQf2OHIkoh89K8XeKQzhxczf96.jpg,90000000,tt4633694,en,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",80.675,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,More than one wears the mask.,"Action, Adventure, Animation, Science Fiction","Columbia Pictures, Lord Miller, Pascal Pictures, Sony Pictures Animation, Arad Productions",United States of America,"English, Japanese, Spanish","superhero, based on comic, aftercreditsstinger, alternate universe"
135,244786,Whiplash,8.381,13891,Released,2014-10-10,13092000,107,False,/vNXGrknx4GjWLgmuNTftWZluIUl.jpg,3300000,tt2582802,en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",54.495,/7fn624j5lj3xTme2SgiLCeuedmO.jpg,The road to greatness can take you to the edge.,"Drama, Music","Bold Films, Blumhouse Productions, Right of Way Films, Sierra/Affinity, Stage 6 Films, Sony Pictures Classics",United States of America,English,"new york city, concert, jazz, obsession, music teacher, conservatory, montage, public humiliation, jazz band, young adult, music school, based on short film"
136,1422,The Departed,8.166,13792,Released,2006-10-04,291465000,151,False,/6WRrGYalXXveItfpnipYdayFkQB.jpg,90000000,tt0407887,en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",42.503,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,Lies. Betrayal. Sacrifice. How far will you take it?,"Drama, Thriller, Crime","Vertigo Entertainment, Media Asia Films, Initial Entertainment Group, Warner Bros. Pictures, Plan B Entertainment","Hong Kong, United States of America","English, Cantonese","police, undercover, boston, massachusetts, gangster, irish-american, crime boss, friends, remake, mobster, organized crime, mafia, undercover cop, mole, state police, police training, realtor"
137,120467,The Grand Budapest Hotel,8.049,13787,Released,2014-02-26,174600318,100,False,/xHDynIimfsgj0ZOs0j5ma8v1vmM.jpg,30000000,tt2278388,en,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",33.966,/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,A murder case of Madam D. With enormous wealth and the most outrageous events surrounding her sudden death!,"Comedy, Drama","Fox Searchlight Pictures, Scott Rudin Productions, Studio Babelsberg, Indian Paintbrush, TSG Entertainment, American Empirical Pictures","Germany, United States of America","English, French","hotel, painting, wartime, eastern europe, author, gunfight, theft, bellboy, mentor protégé relationship, european, hotel lobby, renaissance painting, 1960s, 1930s"
138,10193,Toy Story 3,7.792,13777,Released,2010-06-16,1066969703,103,False,/uAfhsySkr1UzQg1zdg3dZQRz9Fd.jpg,200000000,tt0435761,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",69.145,/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,No toy gets left behind.,"Animation, Family, Comedy","Pixar, Walt Disney Pictures",United States of America,"English, Spanish","escape, hostage, college, sequel, buddy, daycare, teddy bear, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life"
139,77,Memento,8.188,13723,Released,2000-10-11,39723096,113,False,/7Wev9JMo6R5XAfz2KDvXb7oPMmy.jpg,9000000,tt0209144,en,Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",31.795,/yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg,Some memories are best forgotten.,"Mystery, Thriller","Summit Entertainment, Newmarket Capital Group, Team Todd, I Remember Productions",United States of America,English,"drug dealer, amnesia, insulin, tattoo, waitress, insurance salesman, motel, manipulation, flashback, confusion, revenge, murder, memory loss, psychological thriller, whodunit, los angeles, california, polaroid, based on short story, nonlinear timeline, individuality, phone call, neo-noir, reverse chronology"
140,38,Eternal Sunshine of the Spotless Mind,8.101,13709,Released,2004-03-19,72258126,108,False,/jz9Kep0xWjiA6QDHSsd43ASxNfj.jpg,20000000,tt0338013,en,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",54.124,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,You can erase someone from your mind. Getting them out of your heart is another story.,"Science Fiction, Drama, Romance","Focus Features, Anonymous Content, This Is That Productions",United States of America,English,"new york city, regret, jealousy, deja vu, amnesia, dream, operation, relationship problems, love, memory, brainwashing, relationship, heartbreak, nonlinear timeline, 2000s"
141,101,Léon: The Professional,8.316,13652,Released,1994-09-14,45284974,111,False,/jRJrQ72VLyEnVsvwfep8Xjlvu8c.jpg,16000000,tt0110413,en,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",58.625,/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,"If you want a job done well, hire a professional.","Crime, Drama, Action","Gaumont, Les Films du Dauphin","United States of America, France","English, French, Italian","hotel room, new york city, immigrant, assassin, police brutality, corruption, s.w.a.t., hitman, loss of loved one, training, revenge, murder, loneliness, neighbor, tragic love, city life, neo-noir, complex relationship"
142,44214,Black Swan,7.672,13567,Released,2010-12-03,329398046,108,False,/qxTw8OKJLRX1Xb5nR5CcIDnLKoq.jpg,13000000,tt0947798,en,Black Swan,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,34.932,/rH19vkjAzCZ0HIUvrgB3rowm68h.jpg,,"Drama, Thriller, Horror","Fox Searchlight Pictures, Cross Creek Pictures, Protozoa Pictures, Phoenix Pictures",United States of America,"English, French, Italian","new york city, dancing, dancer, nightmare, competition, obsession, insanity, paranoia, hallucination, ballet dancer, ballet, female protagonist, psychological thriller, fear, heartbreak, mental illness, madness, reality vs fantasy, swan lake, ballerina, stage performance, aggressive, self-harm, mother daughter relationship, self destructiveness, theater, pointe shoes, adoring, melodramatic"
143,752,V for Vendetta,7.897,13556,Released,2006-02-23,132511035,132,False,/sFEYsEfzTx7hhjetlNrme8B5OUo.jpg,54000000,tt0434409,en,V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",42.174,/1avD1JeaRiJX5M4ahPdZPypGoGN.jpg,People should not be afraid of their governments. Governments should be afraid of their people.,"Action, Thriller, Science Fiction","Studio Babelsberg, Virtual Studios, Anarchos Productions, Silver Pictures, Fünfte Babelsberg Film, Warner Bros. Pictures, DC Comics, Medienboard Berlin-Brandenburg","Germany, United Kingdom, United States of America",English,"government, detective, revolution, dystopia, fascism, fascist, chancellor, based on comic, revenge, torture, hatred, masked vigilante, vengeful spirit, activist, vengeful"
145,152601,Her,7.862,13407,Released,2013-12-18,47351251,126,False,/sPPsR9f4K0movWVQ99u4uMqFzEL.jpg,23000000,tt1798709,en,Her,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",37.608,/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,A Spike Jonze love story.,"Romance, Science Fiction, Drama","Annapurna Pictures, Warner Bros. Pictures, Stage 6 Films",United States of America,English,"future, artificial intelligence (a.i.), computer, satire, love, loneliness, transhumanism, los angeles, california, heartbreak, singularity"
148,500,Reservoir Dogs,8.132,13296,Released,1992-09-02,2859750,99,False,/jqFjgNnxpXIXWuPsyfqmcLXRo9p.jpg,1200000,tt0105236,en,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",34.018,/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg,Every dog has his day.,"Crime, Thriller","Live Entertainment, Dog Eat Dog Productions",United States of America,English,"escape, jewelry, psychopath, traitor, heist, thief, betrayal, plan gone wrong, gang, nonlinear timeline, warehouse, told in flashback, heist gone wrong, botched robbery, foreshadowing, rendezvous, iconic, set in one room, uneasy alliance, rag tag group, based on short film"
149,273248,The Hateful Eight,7.746,13291,Released,2015-12-25,155760117,188,False,/7gfDVfaw0VaIkUGiEH13o3TIC7A.jpg,44000000,tt3460252,en,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,32.119,/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,No one comes up here without a damn good reason.,"Drama, Mystery, Western","The Weinstein Company, Double Feature Films, FilmColony",United States of America,"Spanish, English","bounty hunter, wyoming, usa, narration, mountain, hangman, whodunit, stagecoach, blizzard, post civil war, 19th century"
150,348,Alien,8.147,13206,Released,1979-05-25,104931801,117,False,/AmR3JG1VQVxU8TfAvljUhfSFUOx.jpg,11000000,tt0078748,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",72.767,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,In space no one can hear you scream.,"Horror, Science Fiction","Brandywine Productions, 20th Century Fox","United States of America, United Kingdom","English, Spanish","android, spacecraft, space marine, biology, dystopia, countdown, space suit, beheading, space travel, cowardice, alien, space, female protagonist, parasite, space opera, cosmos, xenomorph"
157,393,Kill Bill: Vol. 2,7.876,12916,Released,2004-04-16,152159461,136,False,/70EtzaGfO2d8X5n8SLI4s61KuJh.jpg,30000000,tt0378194,en,Kill Bill: Vol. 2,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",37.053,/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,The bride is back for the final cut.,"Action, Crime, Thriller","Super Cool ManChu, Miramax, A Band Apart",United States of America,"English, Mandarin, Spanish, Cantonese","daughter, martial arts, kung fu, showdown, right and justice, rage and hate, sibling relationship, swordplay, katana, mother role, single, sword fight, revenge, vigilante, retribution, aftercreditsstinger, duringcreditsstinger, kill bill"
159,863,Toy Story 2,7.589,12904,Released,1999-10-30,497366869,92,False,/91qfG6VaxRsCh1SbIi1w2vxknsL.jpg,90000000,tt0120363,en,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",73.516,/2MFIhZAW0CVlEQrFyqwa4U6zqJP.jpg,The toys are back!,"Animation, Comedy, Family",Pixar,United States of America,English,"friendship, airplane, museum, prosecution, identity crisis, flea market, collector, sequel, buddy, rescue team, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life"
161,137113,Edge of Tomorrow,7.606,12828,Released,2014-05-27,370541256,114,False,/4V1yIoAKPMRQwGBaSses8Bp2nsi.jpg,178000000,tt1631867,en,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",51.408,/xjw5trHV7Mwo61P0kCTy8paEkgO.jpg,Live. Die. Repeat.,"Action, Science Fiction","RatPac Entertainment, Village Roadshow Pictures, VIZ Media, 3 Arts Entertainment, Warner Bros. Pictures",United States of America,English,"deja vu, based on novel or book, restart, military officer, dystopia, training, alien, time loop, soldier, based on manga, alien invasion, war hero, exoskeleton, soldiers, war"
164,78,Blade Runner,7.931,12770,Released,1982-06-25,41722424,118,False,/eIi3klFf7mp3oL5EEF4mLIDs26r.jpg,28000000,tt0083658,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",56.798,/fwhLegA6z40W0DIy6EGXhzDzlOP.jpg,Man has made his match... now it's his problem.,"Science Fiction, Drama, Thriller","Shaw Brothers, The Ladd Company, Warner Bros. Pictures","United States of America, Hong Kong, United Kingdom","English, German, Cantonese, Japanese, Hungarian","android, flying car, bounty hunter, artificial intelligence (a.i.), genetics, based on novel or book, dystopia, futuristic, fugitive, cyberpunk, los angeles, california, electronic music score, alcoholic, tech noir, neo-noir, philosophical, blade runner, 2010s"
166,324786,Hacksaw Ridge,8.195,12668,Released,2016-10-07,175302354,139,False,/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,40000000,tt2119532,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",74.994,/jcStBvbQt78tPeId5hC7a9jcDOK.jpg,One of the greatest heroes in American history never fired a bullet.,"Drama, History, War","Vendian Entertainment, Summit Entertainment, Cross Creek Pictures, IM Global, Screen Australia, Screen NSW, Permut Presentations, Pandemonium, Demarest Films, Lionsgate, Bliss Media, Kylin Pictures, AI Film","Australia, China, United Kingdom, United States of America","Japanese, English","japan, world war ii, violent father, pacifism, bible, gore, biography, based on true story, okinawa, conscientious objector, religion, soldier, alcoholic, war hero, medic, us military, battle of okinawa, congressional medal of honor"
173,264660,Ex Machina,7.572,12362,Released,2015-01-21,36869414,108,False,/uqOuJ50EtTj7kkDIXP8LCg7G45D.jpg,15000000,tt0470752,en,Ex Machina,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",26.767,/dmJW8IAKHKxFNiUnoDR7JfsK7Rp.jpg,There is nothing more human than the will to survive,"Drama, Science Fiction","DNA Films, Film4 Productions, IAC Films, Scott Rudin Productions","United Kingdom, United States of America",English,"android, dancing, friendship, distrust, artificial intelligence (a.i.), isolation, technology, manipulation, deception, norway, laboratory, robot, power outage, surveillance camera, consciousness, existentialism, lockdown, philosophical, turing test, cybernetics, gynoid, female cyborg, human android relationship"
175,335984,Blade Runner 2049,7.544,12331,Released,2017-10-04,259239658,164,False,/uKbX1ha7KWyTecvpPpRCB3iFfj3.jpg,150000000,tt1856101,en,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",70.54,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,The key to the future is finally unearthed.,"Science Fiction, Drama","Torridon Films, 16:14 Entertainment, Scott Free Productions, Columbia Pictures, Alcon Entertainment, Thunderbird Entertainment, Warner Bros. Pictures","Canada, Hungary, Mexico, Spain, United Kingdom, United States of America","English, Finnish, Hungarian, Japanese, Russian, Somali, Spanish","future, android, bounty hunter, artificial intelligence (a.i.), genetics, dystopia, sequel, cyberpunk, los angeles, california, las vegas, tech noir, blade runner, 2040s, incredulous"
179,57158,The Hobbit: The Desolation of Smaug,7.57,12255,Released,2013-12-11,958400000,161,False,/npCPnwDyWfQltGfIZKN6WqeUXGI.jpg,250000000,tt1170358,en,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",70.03,/70Ux6sHFIqu0bVFp8xzBZCOQFXM.jpg,Beyond darkness... beyond desolation... lies the greatest danger of all.,"Fantasy, Adventure, Action","Warner Bros. Pictures, WingNut Films, New Line Cinema, Metro-Goldwyn-Mayer","New Zealand, United States of America",English,"based on novel or book, orcs, elves, dwarf, giant spider, forest, bear, dragon, turns into animal, wizard, sword and sorcery"
181,637,Life Is Beautiful,8.455,12218,Released,1997-12-20,230098753,116,False,/gavyCu1UaTaTNPsVaGXT6pe5u24.jpg,20000000,tt0118799,it,La vita è bella,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,39.478,/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg,"An unforgettable fable that proves love, family and imagination conquer all.","Comedy, Drama","Melampo Cinematografica, Miramax",Italy,"English, Czech, German, Italian","dying and death, bookshop, love of one's life, nazi, self sacrifice, loss of loved one, italy, riddle, mass murder, concentration camp, fascism, holocaust (shoah), world war ii, deportation, jew persecution, story teller, riding a bicycle, national socialism, dark comedy, charade, concentration camp prisoner, romantic comedy, dark, war, nazi germany, oscar-nominated"
